"completion_date","avg_lead_time_days"
"2025-07-06","95.1895440201422029"
"2025-07-07","97.0337445139719585"
"2025-07-08","97.4056462765838164"
"2025-07-09","95.8711747913271696"
"2025-07-10","98.2330295179467943"
"2025-07-11","97.6858096836968600"
"2025-07-12","97.3316608599534609"
"2025-07-13","99.4561939925938001"
"2025-07-14","102.7638943068595138"
"2025-07-15","98.8165940782987552"
"2025-07-16","98.6457608526794472"
"2025-07-17","99.9081415765984821"
"2025-07-18","103.4297286974185826"
"2025-07-19","103.6782161308917728"
"2025-07-20","102.7305410022726887"
"2025-07-21","101.7884242671930969"
"2025-07-22","102.9453319756683225"
"2025-07-23","102.3898821304345009"
"2025-07-24","104.0600645010342211"
"2025-07-25","103.6481004435805091"
"2025-07-26","106.7377228507762597"
"2025-07-27","106.6906920772348147"
"2025-07-28","108.9957772106016143"
"2025-07-29","107.8732004459071390"
"2025-07-30","107.7550391303212551"
"2025-07-31","108.4599642909111954"
"2025-08-01","107.3652689621980447"
"2025-08-02","109.2680628050006035"
"2025-08-03","110.5743275873079547"
"2025-08-04","109.5510889150843232"
"2025-08-05","111.4044655151613868"
"2025-08-06","108.6312531823699845"
"2025-08-07","110.2481655138356113"
"2025-08-08","110.1201470065335071"
"2025-08-09","113.4805600918322988"
"2025-08-10","112.1065192387918793"
"2025-08-11","112.7588517996190626"
"2025-08-12","113.4210303432442410"
"2025-08-13","112.3415141826124467"
"2025-08-14","115.1017059979749907"
"2025-08-15","115.3398043823972099"
"2025-08-16","113.9122654560392448"
"2025-08-17","118.7999682624384925"
"2025-08-18","117.4450194414917332"
"2025-08-19","116.5272408960202571"
"2025-08-20","122.4083433349067578"
"2025-08-21","120.2331090250596837"
"2025-08-22","119.2059460689545819"
"2025-08-23","120.2080857898672075"
"2025-08-24","116.0251460150404831"
"2025-08-25","122.2621103980709352"
"2025-08-26","121.1074929904601122"
"2025-08-27","122.7854981452312550"
"2025-08-28","123.1268073059585919"
"2025-08-29","125.0429407492441326"
"2025-08-30","124.3824097694660695"
"2025-08-31","121.5198590885278917"
"2025-09-01","124.8433624013628784"
"2025-09-02","123.7839574862349548"
"2025-09-03","125.8795036562514964"
"2025-09-04","125.6986541168238915"
"2025-09-05","121.2402415717293753"
"2025-09-06","126.2145481981401302"
"2025-09-07","126.7251729678351830"
"2025-09-08","126.1862032287249893"
"2025-09-09","125.9262741157136340"
"2025-09-10","127.1118241912234295"
"2025-09-11","130.3365350698630511"
"2025-09-12","127.4281626570133155"
"2025-09-13","129.7557446910838917"
"2025-09-14","126.4325743414639071"
"2025-09-15","129.9205531646626557"
"2025-09-16","130.7533448831424328"
"2025-09-17","133.3345290711663738"
"2025-09-18","131.8234790450410657"
"2025-09-19","133.5163314643679666"
"2025-09-20","133.1947366654229982"
"2025-09-21","131.9194778484025635"
"2025-09-22","137.1668752530236685"
"2025-09-23","136.6808833369845401"
"2025-09-24","131.2998079771197710"
"2025-09-25","137.0017411651580389"
"2025-09-26","136.6853876025560697"
"2025-09-27","136.0747995778854755"
"2025-09-28","138.2686128852514763"
"2025-09-29","137.3085993252089361"
"2025-09-30","135.9046621114490808"
"2025-10-01","139.5301448978351385"
"2025-10-02","138.3722256523842941"
"2025-10-03","141.4758991393794920"
"2025-10-04","140.1259607052372781"
"2025-10-05","138.0792539021884847"
"2025-10-06","139.2647878545068387"
"2025-10-07","143.8762798807972994"
"2025-10-08","138.1002024617752081"
"2025-10-09","142.2088573407792990"
"2025-10-10","142.4690882073081552"
"2025-10-11","148.2599260741892974"
"2025-10-12","144.0601623379117809"
"2025-10-13","147.7439259507212641"
"2025-10-14","145.7620052406841534"
"2025-10-15","146.5877186689592716"
"2025-10-16","145.0518813722596819"
"2025-10-17","143.3151076966067001"
"2025-10-18","147.2402125835899545"
"2025-10-19","148.4419633563488661"
"2025-10-20","147.1203992303508587"
"2025-10-21","149.7535437793535520"
"2025-10-22","148.9954355789503805"
"2025-10-23","150.5983146607572882"
"2025-10-24","150.0512812161978752"
"2025-10-25","151.2182366137597513"
"2025-10-26","151.6154036207638945"
"2025-10-27","152.8483702837891619"
"2025-10-28","150.6243022615240714"
"2025-10-29","155.1358641032875545"
"2025-10-30","152.3017204027520723"
"2025-10-31","153.7508318136044078"
"2025-11-01","149.9025387300925349"
"2025-11-02","155.6391567277849891"
"2025-11-03","155.6321007932424359"
"2025-11-04","155.0337828748409564"
"2025-11-05","154.1910667759374319"
"2025-11-06","158.3061878482233955"
"2025-11-07","155.0499184327145531"
"2025-11-08","159.3526648211736639"
"2025-11-09","158.6893425477010312"
"2025-11-10","158.7022927164706428"
"2025-11-11","162.6977569129775980"
"2025-11-12","162.7524223194718547"
"2025-11-13","162.5025714812482584"
"2025-11-14","160.9647904440813159"
"2025-11-15","159.6781376907558234"
"2025-11-16","166.5759131663325209"
"2025-11-17","164.0622385875594205"
"2025-11-18","167.3568713826406978"
"2025-11-19","160.1015844528491240"
"2025-11-20","165.8263465075200138"
"2025-11-21","159.2528348042103502"
"2025-11-22","167.8455110761697301"
"2025-11-23","162.6264385343870361"
"2025-11-24","166.3380469426175010"
"2025-11-25","165.5500066507531765"
"2025-11-26","164.8802551661382993"
"2025-11-27","169.9916223760076209"
"2025-11-28","170.0703269177098668"
"2025-11-29","163.6602469009526314"
"2025-11-30","169.2937687249950136"
"2025-12-01","173.4496152233820121"
"2025-12-02","166.4693294130049937"
"2025-12-03","175.7448140926757838"
"2025-12-04","169.7251725203063682"
"2025-12-05","170.4533614794397408"
"2025-12-06","170.4764407778086518"
"2025-12-07","173.3289755814955913"
"2025-12-08","175.0294418298830597"
"2025-12-09","170.3620492160590847"
"2025-12-10","170.3027148993978422"
"2025-12-11","174.7789772682192152"
"2025-12-12","171.5270539329108743"
"2025-12-13","175.5107719167088311"
"2025-12-14","172.6177232611408039"
"2025-12-15","178.2271901126745278"
"2025-12-16","176.8769558731829814"
"2025-12-17","178.8280745627798614"
"2025-12-18","183.2776844271423667"
"2025-12-19","179.2627161535781488"
"2025-12-20","181.8745443241604504"
"2025-12-21","183.0125342880717418"
"2025-12-22","179.9310773637696000"
"2025-12-23","186.4477703777759371"
"2025-12-24","181.7726202345080307"
"2025-12-25","180.1592193104021102"
"2025-12-26","182.6755473964291836"
"2025-12-27","182.0800472729753624"
"2025-12-28","187.7090227588244480"
"2025-12-29","187.1683412808431248"
"2025-12-30","183.7761536476468772"
"2025-12-31","181.2077354901373513"
"2026-01-01","185.7406733281568575"
"2026-01-02","185.8153146210223772"
"2026-01-03","187.3316960164458985"
"2026-01-04","186.4490848190706556"
"2026-01-05","193.9354304416170211"
"2026-01-06","188.0980273894312469"
"2026-01-07","189.9018160035030901"
"2026-01-08","191.6544571763489650"
"2026-01-09","191.2640777743188654"
"2026-01-10","186.1996258047419576"
"2026-01-11","191.7947588094707273"
"2026-01-12","190.7139187845598684"
"2026-01-13","193.1489048652083466"
"2026-01-14","190.4597279475381894"
"2026-01-15","192.2130107930586816"
"2026-01-16","194.8494424926311005"
"2026-01-17","191.1427818299586841"
"2026-01-18","192.1652586071653444"
"2026-01-19","191.3123894347570651"
"2026-01-20","195.6722407996792700"
"2026-01-21","199.7791082951515787"
"2026-01-22","197.1488961834627126"
"2026-01-23","197.0655050514191277"
"2026-01-24","194.2764949369632240"
"2026-01-25","193.0802344942017815"
"2026-01-26","195.6951173471032574"
"2026-01-27","199.3284870594803415"
"2026-01-28","200.7881357867720654"
"2026-01-29","203.5743814958944687"
"2026-01-30","200.1153102189201744"
"2026-01-31","198.9720326394562164"
"2026-02-01","200.5953739847668167"
"2026-02-02","196.2208970584152200"
"2026-02-03","203.9041552635367849"
"2026-02-04","205.0388293983104174"
"2026-02-05","198.0533259033596651"
"2026-02-06","206.1593209505292368"
"2026-02-07","202.1426141314322279"
"2026-02-08","204.7390757593976853"
"2026-02-09","207.6238453608945562"
"2026-02-10","206.3325314275299647"
"2026-02-11","202.0175880539650793"
"2026-02-12","207.0336092289955103"
"2026-02-13","209.4174564331918544"
"2026-02-14","207.3027048372126332"
"2026-02-15","206.9426535369934567"
"2026-02-16","205.9887282251997112"
"2026-02-17","210.9276488130393496"
"2026-02-18","206.8304198705752657"
"2026-02-19","209.7794218912724739"
"2026-02-20","207.8937377022913762"
"2026-02-21","206.0207575304601850"
"2026-02-22","211.6743605239557521"
"2026-02-23","211.2885813223309115"
"2026-02-24","215.4236833891092102"
"2026-02-25","214.2474132437068661"
"2026-02-26","214.6032612309964825"
"2026-02-27","215.8403809196700275"
"2026-02-28","215.6544038880435710"
"2026-03-01","214.6661585411936596"
"2026-03-02","216.9200220405611287"
"2026-03-03","218.4980303927609814"
"2026-03-04","219.7734605392928863"
"2026-03-05","220.6802154084004034"
"2026-03-06","220.9880519737507865"
"2026-03-07","220.3178309443269302"
"2026-03-08","215.3165328193302866"
"2026-03-09","223.1379269161418190"
"2026-03-10","217.9265658641420801"
"2026-03-11","222.5030584491340541"
"2026-03-12","220.8662091646312603"
"2026-03-13","227.5902805659798486"
"2026-03-14","222.8675246074804082"
"2026-03-15","221.4600383568242035"
"2026-03-16","225.3061640225747088"
"2026-03-17","222.3125635528209141"
"2026-03-18","226.2139898342212114"
"2026-03-19","230.7765668535006709"
"2026-03-20","222.8165775233915565"
"2026-03-21","217.4257948178734830"
"2026-03-22","223.8330158329860338"
"2026-03-23","231.0312210678213306"
"2026-03-24","228.8292013405056344"
"2026-03-25","227.7901948292798109"
"2026-03-26","228.7848786762311369"
"2026-03-27","233.3149867313638225"
"2026-03-28","229.0520538883486521"
"2026-03-29","230.8810517958329135"
"2026-03-30","231.9945212930830456"
"2026-03-31","231.4967564886935728"
"2026-04-01","225.7815149093673172"
"2026-04-02","234.0572802580119649"
"2026-04-03","234.8438141446999937"
"2026-04-04","233.8266250554439569"
"2026-04-05","239.2549941460485456"
"2026-04-06","234.8913463539206840"
"2026-04-07","236.4555794484716984"
"2026-04-08","234.9370294608355480"
"2026-04-09","236.8835310265940534"
"2026-04-10","234.8941464869845547"
"2026-04-11","236.9736569557936483"
"2026-04-12","234.6375182058317357"
"2026-04-13","243.3117770126895265"
"2026-04-14","235.5080893165484141"
"2026-04-15","241.2962284161297218"
"2026-04-16","238.7663793968589811"
"2026-04-17","243.9840498771757951"
"2026-04-18","238.0188003739482083"
"2026-04-19","237.4927440330419799"
"2026-04-20","232.7951044680717461"
"2026-04-21","237.2136076005078597"
"2026-04-22","242.0923721298320549"
"2026-04-23","238.8942936020679114"
"2026-04-24","241.8556369878737482"
"2026-04-25","242.5816654159287037"
"2026-04-26","243.7590217700870331"
"2026-04-27","241.9926817410789181"
"2026-04-28","242.7660918167056924"
"2026-04-29","250.5456369657947255"
"2026-04-30","248.0339431362373797"
"2026-05-01","247.3534176547674535"
"2026-05-02","248.8534820688310984"
"2026-05-03","242.5865334970539722"
"2026-05-04","248.7714182035004077"
"2026-05-05","243.4654750819269506"
"2026-05-06","241.6551137921512726"
"2026-05-07","244.0160188142154336"
"2026-05-08","241.3453127747850574"
"2026-05-09","243.6168154344318932"
"2026-05-10","245.8419631922073349"
"2026-05-11","246.7392317130288198"
"2026-05-12","245.1395200418311402"
"2026-05-13","243.0369491060010980"
"2026-05-14","242.1314213134078037"
"2026-05-15","248.0768119439279491"
"2026-05-16","244.5583566418699279"
"2026-05-17","246.1531535265427010"
"2026-05-18","244.0338700756909060"
"2026-05-19","250.7250471093291072"
"2026-05-20","245.6112427389138680"
"2026-05-21","246.5744900579474444"
"2026-05-22","246.3309382121011811"
"2026-05-23","250.1175214135751957"
"2026-05-24","248.7233819564315814"
"2026-05-25","246.9373714649355301"
"2026-05-26","248.3191933762100412"
"2026-05-27","248.8442269624746841"
"2026-05-28","244.1961282407387040"
"2026-05-29","245.4622952334995975"
"2026-05-30","246.2957570752510573"
"2026-05-31","252.2656067301757166"
"2026-06-01","243.6601677364217763"
"2026-06-02","248.9513588631144697"
"2026-06-03","246.2257256445861443"
"2026-06-04","243.0982006208400108"
"2026-06-05","248.5976010291820253"
"2026-06-06","248.6461076769216369"
"2026-06-07","249.9293717575471136"
"2026-06-08","249.6723567232640693"
"2026-06-09","252.4403810454603720"
"2026-06-10","251.0332071545627601"
"2026-06-11","243.1984024870383815"
"2026-06-12","249.7528014980160723"
"2026-06-13","243.9086309769461041"
"2026-06-14","248.8869889542712535"
"2026-06-15","251.0660320898342625"
"2026-06-16","246.5002346921723109"
"2026-06-17","253.3054311220784683"
"2026-06-18","245.0379185138491781"
"2026-06-19","250.1978905997064380"
"2026-06-20","251.1547426202286331"
"2026-06-21","249.1407852564590697"
"2026-06-22","254.5870109521201895"
"2026-06-23","249.8860300886807926"
"2026-06-24","251.5572693092702371"
"2026-06-25","249.7401350331440783"
"2026-06-26","249.2870063687671318"
"2026-06-27","258.6600356555983905"
"2026-06-28","251.4649312954233337"
"2026-06-29","250.5572670593662192"
"2026-06-30","246.6575688506991054"
"2026-07-01","246.4774025877638086"
"2026-07-02","253.2838517376641138"
"2026-07-03","255.4733282838439415"
"2026-07-04","246.2876354842840295"
"2026-07-05","250.9377718950831166"
"2026-07-06","255.0657691522799871"
"2026-07-07","251.4792985802491333"
"2026-07-08","249.9789107871379416"
"2026-07-09","247.3977281680377090"
"2026-07-10","248.1831066923246706"
"2026-07-11","252.8561881433862470"
"2026-07-12","248.5086240511288219"
"2026-07-13","251.7764226383879450"
"2026-07-14","254.8161886565712561"
"2026-07-15","249.1815264549268451"
"2026-07-16","254.7790440066783795"
"2026-07-17","255.0695389514055611"
"2026-07-18","304.9143324911926830"
"2026-07-19","304.4661788782728409"
"2026-07-20","298.2715143713610569"
"2026-07-21","300.6232167510081353"
"2026-07-22","295.3205344172672764"
"2026-07-23","298.6157038142058529"
"2026-07-24","297.6162005780058154"
"2026-07-25","294.8476037646919335"
"2026-07-26","295.0887488056557491"
"2026-07-27","292.3473486590680463"
"2026-07-28","291.5423148769155024"
"2026-07-29","291.4726335282825407"
"2026-07-30","293.5122289012187427"
"2026-07-31","290.3132397963905896"
"2026-08-01","290.4091525186665124"
"2026-08-02","287.2147378016335085"
"2026-08-03","290.3030988823356145"
"2026-08-04","285.3165997913693848"
"2026-08-05","284.9890611689357136"
"2026-08-06","280.6082098089010994"
"2026-08-07","282.5607116255352693"
"2026-08-08","281.2340347505162487"
"2026-08-09","282.7848544540803448"
"2026-08-10","277.9373012747246198"
"2026-08-11","277.7291508543834539"
"2026-08-12","279.8575736509374459"
"2026-08-13","275.8363088860226004"
"2026-08-14","274.3123967358569660"
"2026-08-15","274.6976162271276182"
"2026-08-16","277.0085453318530356"
"2026-08-17","272.2191459761027959"
"2026-08-18","270.2506962424954568"
"2026-08-19","268.8351690099497136"
"2026-08-20","268.0757770830790930"
"2026-08-21","267.4652059933534774"
"2026-08-22","267.6244802754695988"
"2026-08-23","264.5686108485197867"
"2026-08-24","267.6252132213421899"
"2026-08-25","267.1709267247307195"
"2026-08-26","282.5351118715688142"
"2026-08-27","319.7308242342949163"
"2026-08-28","312.6968536299894061"
"2026-08-29","305.6729863943752681"
"2026-08-30","298.5128250668768339"
"2026-08-31","291.2211309596960640"
"2026-09-01","284.3510634964329850"
"2026-09-02","276.9438226343016378"
"2026-09-03","269.2015372933702034"
"2026-09-04","261.8776574123484725"
"2026-09-05","254.5478362283860709"
"2026-09-06","249.5987795365199874"
