"completion_date","total_work_orders_completed","total_units_produced","total_units_planned","effective_yield_rate"
"2025-05-31","228","145449","236952","0.61383318140382862352"
"2025-06-01","215","146360","225860","0.64801204285840786328"
"2025-06-02","210","138900","222867","0.62324166431100162877"
"2025-06-03","220","144428","233013","0.61982807826172788643"
"2025-06-04","203","133744","215413","0.62087246359319075450"
"2025-06-05","220","152358","237297","0.64205615747354580968"
"2025-06-06","224","142126","228503","0.62198745749508759185"
"2025-06-07","207","131685","209199","0.62947241621613870047"
"2025-06-08","229","155304","237490","0.65393911322582003453"
"2025-06-09","213","152631","237546","0.64253239372584678336"
"2025-06-10","221","144334","228546","0.63153150788025167800"
"2025-06-11","209","136070","215825","0.63046449669871423607"
"2025-06-12","212","146273","231534","0.63175602719255055413"
"2025-06-13","224","143072","225047","0.63574275595764440317"
"2025-06-14","210","138549","218941","0.63281431983959148812"
"2025-06-15","221","144750","233226","0.62064263847083944329"
"2025-06-16","214","137515","218440","0.62953213697125068669"
"2025-06-17","219","144307","229332","0.62924929796103465718"
"2025-06-18","219","142715","225663","0.63242534221383213021"
"2025-06-19","212","134412","212860","0.63145729587522315137"
"2025-06-20","213","139171","219343","0.63449027322504023379"
"2025-06-21","221","152498","235826","0.64665473696708590232"
"2025-06-22","219","138499","219467","0.63106981915276556384"
"2025-06-23","213","137635","220025","0.62554255198272923531"
"2025-06-24","219","148232","234362","0.63249161553494167143"
"2025-06-25","208","133311","213195","0.62530078097516358264"
"2025-06-26","215","143931","223075","0.64521349321976913594"
"2025-06-27","220","147034","230523","0.63782789569804314537"
"2025-06-28","218","143176","228330","0.62705732930407743179"
"2025-06-29","211","140732","222764","0.63175378427394013395"
"2025-06-30","215","137125","217996","0.62902530321657278115"
"2025-07-01","216","134862","219833","0.61347477403301597121"
"2025-07-02","215","148598","234431","0.63386668145424453251"
"2025-07-03","212","135473","213136","0.63561763381127542977"
"2025-07-04","224","148427","235108","0.63131411946849958317"
"2025-07-05","211","134323","216059","0.62169592564993821132"
"2025-07-06","221","144290","231141","0.62425099830839184740"
"2025-07-07","209","151475","239452","0.63259024773232213554"
"2025-07-08","212","140598","221766","0.63399258678066069641"
"2025-07-09","216","145744","231214","0.63034245331165067859"
"2025-07-10","227","151852","237247","0.64005867302853144613"
"2025-07-11","221","136226","218364","0.62384825337509845945"
"2025-07-12","205","133012","209610","0.63456896140451314346"
"2025-07-13","228","157051","246041","0.63831231380135831020"
"2025-07-14","209","144592","222507","0.64983124126431977421"
"2025-07-15","219","147368","232855","0.63287453565523609113"
"2025-07-16","216","147717","236096","0.62566498373542965573"
"2025-07-17","222","152870","239553","0.63814688190087371062"
"2025-07-18","202","136949","220246","0.62180016890204589414"
"2025-07-19","223","157952","248838","0.63475835684260442537"
"2025-07-20","217","147287","232416","0.63372143053834503649"
"2025-07-21","220","147854","228985","0.64569294931982444265"
"2025-07-22","212","142787","227108","0.62871849516529580640"
"2025-07-23","205","137055","217771","0.62935377070408823948"
"2025-07-24","215","136530","217909","0.62654594349017250320"
"2025-07-25","224","144973","225012","0.64429008230672141930"
"2025-07-26","212","131140","209864","0.62488087523348454237"
"2025-07-27","217","139254","225784","0.61675760904227048861"
"2025-07-28","206","135368","212126","0.63814902463630106635"
"2025-07-29","224","144526","232182","0.62246858068239570682"
"2025-07-30","208","122408","199700","0.61295943915873810716"
"2025-07-31","219","153510","239238","0.64166227773179846011"
"2025-08-01","216","139490","219332","0.63597651049550453194"
"2025-08-02","214","137576","218217","0.63045500579698190333"
"2025-08-03","220","164055","256280","0.64013969096300920868"
"2025-08-04","217","141824","224310","0.63226784360929071374"
"2025-08-05","219","140802","224603","0.62689278415693468030"
"2025-08-06","216","143548","229043","0.62672947874416594264"
"2025-08-07","220","151065","238134","0.63436972460883368188"
"2025-08-08","214","143731","225808","0.63651863530078650889"
"2025-08-09","215","138222","221309","0.62456565254915073495"
"2025-08-10","223","161264","252094","0.63969789046942807048"
"2025-08-11","214","155748","241530","0.64483915041609737921"
"2025-08-12","218","144902","228428","0.63434430104890818989"
"2025-08-13","211","136483","214335","0.63677420859868896820"
"2025-08-14","214","149456","233382","0.64039214678081428731"
"2025-08-15","225","146555","229438","0.63875643964818382308"
"2025-08-16","218","145258","230388","0.63049290761671614841"
"2025-08-17","207","130049","205675","0.63230339127263887201"
"2025-08-18","218","152469","240270","0.63457360469471844175"
"2025-08-19","219","155902","246816","0.63165272915856346428"
"2025-08-20","207","137663","221514","0.62146410610616033298"
"2025-08-21","218","144626","222751","0.64927205714003528604"
"2025-08-22","219","148380","234856","0.63179139557856729230"
"2025-08-23","205","140188","229879","0.60983386912245137659"
"2025-08-24","210","141198","225992","0.62479202803639066870"
"2025-08-25","222","155309","241800","0.64230355665839536807"
"2025-08-26","213","151238","234622","0.64460280792082583901"
"2025-08-27","219","147881","233690","0.63280842141298301168"
"2025-08-28","215","145532","229919","0.63297074186996289998"
"2025-08-29","214","139254","219184","0.63532922111103000219"
"2025-08-30","213","141348","222830","0.63433110442938563030"
"2025-08-31","223","133474","217878","0.61260889121434931475"
"2025-09-01","219","148818","233790","0.63654561786218401129"
"2025-09-02","208","142893","228288","0.62593303195962994113"
"2025-09-03","226","153041","248197","0.61661099852133587433"
"2025-09-04","207","140585","222639","0.63144821886551772151"
"2025-09-05","223","155904","245554","0.63490718945730877933"
"2025-09-06","209","138178","222785","0.62023026684920438988"
"2025-09-07","228","152143","238535","0.63782254176535938122"
"2025-09-08","220","153739","245880","0.62526028957214901578"
"2025-09-09","213","141751","224074","0.63260797772164552782"
"2025-09-10","211","137008","218071","0.62827244337853267972"
"2025-09-11","213","146192","230054","0.63546819442391786276"
"2025-09-12","213","143676","230040","0.62456964006259780908"
"2025-09-13","217","145191","228479","0.63546759220759894782"
"2025-09-14","203","134023","208778","0.64194024274588318693"
"2025-09-15","223","156911","245031","0.64037203455889254829"
"2025-09-16","205","147942","227341","0.65074931490580229699"
"2025-09-17","221","147307","230475","0.63914524351881982861"
"2025-09-18","215","147984","234025","0.63234269842965495139"
"2025-09-19","214","141166","223570","0.63141745314666547390"
"2025-09-20","205","144992","224533","0.64574917718108251348"
"2025-09-21","215","133879","209930","0.63773162482732339351"
"2025-09-22","218","146464","232114","0.63100028434303833461"
"2025-09-23","212","141939","229666","0.61802356465475952035"
"2025-09-24","225","152587","238611","0.63948015808156371668"
"2025-09-25","213","135128","214217","0.63079960974152378196"
"2025-09-26","223","143252","226947","0.63121345512388354990"
"2025-09-27","216","143746","228541","0.62897248196166114614"
"2025-09-28","221","151758","233357","0.65032546698834832467"
"2025-09-29","216","139208","219817","0.63329041884840571930"
"2025-09-30","212","126378","206344","0.61246268367386500213"
"2025-10-01","211","146770","231656","0.63356873985564802984"
"2025-10-02","207","134457","215256","0.62463764076262682573"
"2025-10-03","219","141875","217835","0.65129570546514563775"
"2025-10-04","209","141416","225020","0.62845969247178028620"
"2025-10-05","222","149911","235166","0.63746885178979954585"
"2025-10-06","215","143147","228147","0.62743319000468995867"
"2025-10-07","219","138432","221052","0.62624178926225503501"
"2025-10-08","225","151956","236444","0.64267226066214410177"
"2025-10-09","220","141882","226308","0.62694204358661646959"
"2025-10-10","218","147976","228814","0.64670868041291179736"
"2025-10-11","216","133082","212209","0.62712703042755019815"
"2025-10-12","215","146671","226341","0.64800897760458776801"
"2025-10-13","218","143969","230008","0.62593040242078536399"
"2025-10-14","214","137986","217693","0.63385593473377646502"
"2025-10-15","219","153793","238097","0.64592582014893089791"
"2025-10-16","214","140931","223150","0.63155276719695272238"
"2025-10-17","206","128885","204085","0.63152607981968297523"
"2025-10-18","229","153338","245918","0.62353304760123293130"
"2025-10-19","213","133589","211187","0.63256261038795001586"
"2025-10-20","209","137467","219963","0.62495510608602355851"
"2025-10-21","225","154585","244103","0.63327775570148666751"
"2025-10-22","223","158793","253927","0.62534901763105144392"
"2025-10-23","219","141757","230657","0.61457922369579071955"
"2025-10-24","212","139507","223473","0.62426780863907496655"
"2025-10-25","209","134220","210075","0.63891467333095323099"
"2025-10-26","210","138511","217588","0.63657462727723955365"
"2025-10-27","225","151407","240489","0.62957973129748138168"
"2025-10-28","218","138820","221014","0.62810500692263838490"
"2025-10-29","215","140197","220182","0.63673233960995903389"
"2025-10-30","224","151099","234655","0.64391979714900598751"
"2025-10-31","213","142858","229185","0.62333049719658790933"
"2025-11-01","214","141286","229091","0.61672435844271490368"
"2025-11-02","212","147745","232501","0.63545963243168846586"
"2025-11-03","208","134425","212307","0.63316329654698149378"
"2025-11-04","213","133769","213147","0.62759034844496990340"
"2025-11-05","220","138744","220246","0.62995014665419576292"
"2025-11-06","199","135770","215342","0.63048546033750963584"
"2025-11-07","214","143488","228843","0.62701502777013061356"
"2025-11-08","212","146504","235869","0.62112443771754660426"
"2025-11-09","224","146409","228432","0.64093034250893044757"
"2025-11-10","223","148507","236298","0.62847336837383304133"
"2025-11-11","215","143871","231594","0.62122075701443042566"
"2025-11-12","213","144796","228487","0.63371657906139080123"
"2025-11-13","221","159669","250704","0.63688253877082136703"
"2025-11-14","223","142748","226325","0.63072130785375013808"
"2025-11-15","225","144953","229664","0.63115246621150898704"
"2025-11-16","209","144061","222681","0.64693889465199096465"
"2025-11-17","217","140286","219574","0.63890078060243926877"
"2025-11-18","213","133617","213117","0.62696546967158884556"
"2025-11-19","215","138571","217569","0.63690599304128805115"
"2025-11-20","225","143353","226609","0.63260064692929230525"
"2025-11-21","219","144911","228955","0.63292350025114105392"
"2025-11-22","215","147769","232478","0.63562573662884229906"
"2025-11-23","208","146991","232158","0.63315069909285917349"
"2025-11-24","215","144520","230941","0.62578753880861345538"
"2025-11-25","222","146896","237458","0.61861887154781056018"
"2025-11-26","209","150555","236720","0.63600456235214599527"
"2025-11-27","216","146193","228857","0.63879627889905049878"
"2025-11-28","215","135924","221524","0.61358588685650313284"
"2025-11-29","223","153018","243280","0.62897895429135152910"
"2025-11-30","211","132032","208689","0.63267349980113949465"
"2025-12-01","217","137532","217186","0.63324523680163546453"
"2025-12-02","216","147470","232520","0.63422501290211594702"
"2025-12-03","229","163128","252305","0.64655080160916351242"
"2025-12-04","215","141382","227763","0.62074173592725771965"
"2025-12-05","207","126382","200137","0.63147743795500082444"
"2025-12-06","215","129924","210222","0.61803236578474184434"
"2025-12-07","215","138882","226419","0.61338491911014534999"
"2025-12-08","220","152545","235475","0.64781823972820893938"
"2025-12-09","198","131543","206839","0.63596807178530161140"
"2025-12-10","221","148225","232750","0.63684210526315789474"
"2025-12-11","217","141849","221418","0.64063897244126493781"
"2025-12-12","216","141749","226389","0.62613024484405161028"
"2025-12-13","209","139428","219185","0.63612017245705682414"
"2025-12-14","222","150779","236598","0.63727926694223957937"
"2025-12-15","228","147383","237490","0.62058612994231336056"
"2025-12-16","206","135871","214752","0.63268793771420056623"
"2025-12-17","211","150237","235256","0.63861070493419934029"
"2025-12-18","220","151005","235593","0.64095707427640040239"
"2025-12-19","220","156384","244960","0.63840627041149575441"
"2025-12-20","204","136937","218999","0.62528596020986397198"
"2025-12-21","224","145302","227934","0.63747400563320961331"
"2025-12-22","207","135257","217965","0.62054458284586974973"
"2025-12-23","234","157547","250710","0.62840333452993498464"
"2025-12-24","208","138416","214484","0.64534417485686578020"
"2025-12-25","202","133656","213716","0.62539070542214902020"
"2025-12-26","220","150599","233953","0.64371476322167272914"
"2025-12-27","222","142229","227282","0.62578206809162186183"
"2025-12-28","208","130220","205053","0.63505532715931978562"
"2025-12-29","217","146555","230608","0.63551568028862832165"
"2025-12-30","211","148737","238962","0.62242950762045848294"
"2025-12-31","218","145151","232035","0.62555648932273148447"
"2026-01-01","78","48135","77051","0.62471609713047202502"
