"completion_date","avg_lead_time_days"
"2025-07-14","0.52496186458423523760"
"2025-07-15","0.53740095135074681845"
"2025-07-16","0.56244733199556288226"
"2025-07-17","0.55503911247526673954"
"2025-07-18","0.52653622505862049838"
"2025-07-19","0.53861116203387585502"
"2025-07-20","0.55341517527588752104"
"2025-07-21","0.33163341553389057146"
"2025-07-22","0.38291411297688851319"
"2025-07-23","0.56302866913699085150"
"2025-07-24","0.46870258871589897409"
"2025-07-25","0.43624940983748736408"
"2025-07-26","0.53743222206467798114"
"2025-07-27","0.54240536882653876515"
"2025-07-28","0.57410547312694693647"
"2025-07-29","0.50895685322242313362"
"2025-07-30","0.52458362183039282514"
"2025-07-31","0.54578310822258243798"
"2025-08-01","0.53710233785418429820"
"2025-08-02","0.57856506052620662426"
"2025-08-03","0.52984092049107943742"
"2025-08-04","0.48616638752602394212"
"2025-08-05","0.53644669822173523272"
"2025-08-06","0.54106599253459196128"
"2025-08-07","0.54806521155716207932"
"2025-08-08","0.55065357102384687116"
"2025-08-09","0.55954806199394777266"
"2025-08-10","0.50652663226674546772"
"2025-08-11","0.47850667004986031473"
"2025-08-12","0.52514001331438175591"
"2025-08-13","0.43692124400627335955"
"2025-08-14","0.45795824056299192433"
"2025-08-15","0.43686837785238001349"
"2025-08-16","0.46916707993838282773"
"2025-08-17","0.50589553941996549311"
"2025-08-18","0.50009498019763133585"
"2025-08-19","0.55091994739069576569"
"2025-08-20","0.47480724250495954639"
"2025-08-21","0.50070583606698865098"
"2025-08-22","0.51148959158461901121"
"2025-08-23","0.55499823116196110664"
"2025-08-24","0.55785794516420144348"
"2025-08-25","0.54726089651072037692"
"2025-08-26","0.47789942257205321979"
"2025-08-27","0.53636708342451194133"
"2025-08-28","0.56465310801710095512"
"2025-08-29","0.54996759583782484568"
"2025-08-30","0.57983624684684647622"
"2025-08-31","0.49945388867673651545"
"2025-09-01","0.31147018385464523870"
"2025-09-02","0.40553590620129287298"
"2025-09-03","0.52499661451638043879"
"2025-09-04","0.46385551216265524840"
"2025-09-05","0.55912188616627588790"
"2025-09-06","0.53881875928276703787"
"2025-09-07","0.55230305126776840585"
"2025-09-08","0.53670474958085267780"
"2025-09-09","0.51796258334509824250"
"2025-09-10","0.50562504509482506159"
"2025-09-11","0.54344796539575258908"
"2025-09-12","0.55055876921171473945"
"2025-09-13","0.48816638955029870846"
"2025-09-14","0.52299069557123192916"
"2025-09-15","0.56446314194962719298"
"2025-09-16","0.56400920456312196602"
"2025-09-17","0.54430558192663545800"
"2025-09-18","0.53488494926342991873"
"2025-09-19","0.54450794685374250760"
"2025-09-20","0.52989378091186204806"
"2025-09-21","0.55845625887123820547"
"2025-09-22","0.54248160097986549353"
"2025-09-23","0.49980252494828366546"
"2025-09-24","0.48508112543001527135"
"2025-09-25","0.55807830986003166492"
"2025-09-26","0.52904271377662131306"
"2025-09-27","0.50076923680039568866"
"2025-09-28","0.51090052782558863994"
"2025-09-29","0.52314554501482246197"
"2025-09-30","0.54787767831545689500"
"2025-10-01","0.56333382705089266451"
"2025-10-02","0.56977192682932375891"
"2025-10-03","0.56317693136292471143"
"2025-10-04","0.49581074614627857175"
"2025-10-05","0.50307661225607660935"
"2025-10-06","0.51461524821512693622"
"2025-10-07","0.54577364736887690329"
"2025-10-08","0.53738342917221395503"
"2025-10-09","0.54210136004494309838"
"2025-10-10","0.52455818761420009736"
"2025-10-11","0.32825688071036331301"
"2025-10-12","0.52530689584317983907"
"2025-10-13","0.54286797143397979029"
"2025-10-14","0.55668548475521985357"
"2025-10-15","0.54288517981584580997"
"2025-10-16","0.56069715851808929969"
"2025-10-17","0.54092154334160403686"
"2025-10-18","0.56037776185835664762"
"2025-10-19","0.53999764020908932838"
"2025-10-20","0.56647306075461667516"
"2025-10-21","0.53110455096952776730"
"2025-10-22","0.44416801529353363052"
"2025-10-23","0.47550146231800673600"
"2025-10-24","0.53885347670995635831"
"2025-10-25","0.56638828296092542271"
"2025-10-26","0.56328863941455567797"
"2025-10-27","0.54478892123671919899"
"2025-10-28","0.50191266923503142307"
"2025-10-29","0.53184359907172360009"
"2025-10-30","0.49037539675386549237"
"2025-10-31","0.42489568002397022596"
"2025-11-01","0.51633608429952069717"
"2025-11-02","0.57215460177207938389"
"2025-11-03","0.53176616825027209693"
"2025-11-04","0.45651249679531384582"
"2025-11-05","0.45200346350852987213"
"2025-11-06","0.57941215305237529343"
"2025-11-07","0.57251217684490148324"
"2025-11-08","0.49840996680640964432"
"2025-11-09","0.53592357145119007786"
"2025-11-10","0.54043620862697566872"
"2025-11-11","0.56481523127038725622"
"2025-11-12","0.55464398546069053428"
"2025-11-13","0.50556531478807442633"
"2025-11-14","0.52127401202712207660"
"2025-11-15","0.53313817127850630734"
"2025-11-16","0.54846730992715304570"
"2025-11-17","0.54728725105375700965"
"2025-11-18","0.51408727684186485357"
"2025-11-19","0.52089014385767625180"
"2025-11-20","0.55028006250390900453"
"2025-11-21","0.48879574336386856369"
"2025-11-22","0.52438308407833747067"
"2025-11-23","0.49812171265265550671"
"2025-11-24","0.54668329259109926661"
"2025-11-25","0.55302758616328518953"
"2025-11-26","0.55701921319865902239"
"2025-11-27","0.55041299069928587963"
"2025-11-28","0.49715817139263608786"
"2025-11-29","0.44860153281381650939"
"2025-11-30","0.56259049084908510220"
"2025-12-01","0.51509191779891544118"
"2025-12-02","0.54903224311125907875"
"2025-12-03","0.47792521448218398189"
"2025-12-04","0.50810704902239228912"
"2025-12-05","0.55827523009661274200"
"2025-12-06","0.53124337120166364734"
"2025-12-07","0.52831634203155797325"
"2025-12-08","0.46646437275608920691"
"2025-12-09","0.53782859239436236300"
"2025-12-10","0.52482491889828188131"
"2025-12-11","0.41911406572003053695"
"2025-12-12","0.38015447524969395375"
"2025-12-13","0.43353562026314919505"
"2025-12-14","0.50771044950037478201"
"2025-12-15","0.47694435352713633850"
"2025-12-16","0.50675617812249756335"
"2025-12-17","0.48912198681768546208"
"2025-12-18","0.55109535011160636521"
"2025-12-19","0.54685745651416973846"
"2025-12-20","0.54828384551755086222"
"2025-12-21","0.55087434863296239962"
"2025-12-22","0.53289171531284434282"
"2025-12-23","0.51901389084215826023"
"2025-12-24","0.40498429045617679774"
"2025-12-25","0.37759340930391261865"
"2025-12-26","0.44033665741606693952"
"2025-12-27","0.48332348262957355967"
"2025-12-28","0.47189437605278413006"
"2025-12-29","0.55653122553789132883"
"2025-12-30","0.53059634708256167166"
"2025-12-31","0.54725760430509961036"
"2026-01-01","0.49170699419305205416"
